,F_OI,Close
2018-04-02,0.06083213773314222,0.13441722005953594
2018-04-03,0.07262234975290927,0.15846118616899396
2018-04-04,0.29032998565279766,0.0
2018-04-05,0.24160688665710195,0.23540187771925858
2018-04-06,0.2940283755778734,0.23614609571788314
2018-04-09,0.33115893511876293,0.2831463247080368
2018-04-10,0.3540825761198787,0.3147469658804667
2018-04-11,0.4503236091184444,0.3187542935653749
2018-04-12,0.541846006695361,0.3645523242500559
2018-04-13,0.6067463733460865,0.3936340737348285
2018-04-16,0.6336681013868961,0.4537439890084709
2018-04-17,0.6819129603060736,0.4632470803755435
2018-04-18,0.7298389925075723,0.4491069384016484
2018-04-19,0.7607460545193689,0.49404625601099106
2018-04-20,0.805407301131835,0.5025188916876573
2018-04-23,0.8458026462617567,0.5024616441493013
2018-04-24,0.7812019767256497,0.539615296542248
2018-04-25,0.8546787820819384,0.4836844515685801
2018-04-26,1.0000000000000002,0.5330890771696808
2018-04-27,0.3405196875498169,0.6608655827799392
2018-04-30,0.37895106009883617,0.7255553011220499
2018-05-02,0.3765471066475372,0.6787268147469643
2018-05-03,0.37747170412880604,0.6410579345088152
2018-05-04,0.3714968914395025,0.5863865353789777
2018-05-07,0.3934831818906426,0.6792420425921684
2018-05-08,0.40959668420213613,0.6737462789100057
2018-05-09,0.44698230511716885,0.7129608426837635
2018-05-10,0.4214952973059145,0.6621250286237679
2018-05-11,0.5110282161645145,0.7711243416533087
2018-05-14,0.4731133428981351,0.7649416075108775
2018-05-15,0.43654391838036033,0.7694069155026337
2018-05-16,0.40705244699505827,0.7037439890084727
2018-05-17,0.406497688506297,0.6292649416075111
2018-05-18,0.46042403953451294,0.515743073047858
2018-05-21,0.3931452255699026,0.4489924433249364
2018-05-22,0.38220946915351495,0.4651362491412865
2018-05-23,0.39639088155587454,0.3205862147927636
2018-05-24,0.36923322174398243,0.41057934508816096
2018-05-25,0.394567192730751,0.5218685596519332
2018-05-28,0.43505818587597633,0.6094000457980311
2018-05-29,0.5900589829427705,0.5369246622395227
2018-05-30,0.6811477761836444,0.5242729562628803
2018-05-31,0.9490961262553801,0.6645294252347149
2018-06-01,0.0,0.6151820471719702
2018-06-04,0.0725011956001913,0.5176322418136028
2018-06-05,0.08395345129921905,0.5150561025875895
2018-06-06,0.10825442372070793,0.6178726814746955
2018-06-07,0.22202454965726126,0.708266544538585
2018-06-08,0.2662330623306235,0.6886878864208832
2018-06-11,0.34435198469631767,0.7318525303411931
2018-06-12,0.39237366491312,0.7928211586901739
2018-06-13,0.4657165630479836,0.7994618731394549
2018-06-14,0.4067463733460863,0.7640256468971831
2018-06-15,0.4744332855093256,0.7648843599725197
2018-06-18,0.4981986290451139,0.7362033432562392
2018-06-19,0.4980073330145067,0.6563430272498287
2018-06-20,0.49995855252670185,0.7374055415617118
2018-06-21,0.5229076996652322,0.676150675520951
2018-06-22,0.4881555874382275,0.7869819097778787
2018-06-25,0.5884903554917902,0.6996221662468507
2018-06-26,0.6538370795472661,0.7102129608426822
2018-06-27,0.729252351347043,0.6032173116555981
2018-06-28,0.8333173919974495,0.5081291504465302
2018-06-29,0.012070779531324849,0.6276620105335446
2018-07-02,0.014621393272756356,0.5858140599954194
2018-07-03,0.06644348796429145,0.6610373253950073
2018-07-04,0.14562729156703336,0.7153079917563545
2018-07-05,0.1593304638928743,0.6928669567208594
2018-07-06,0.19553004941814134,0.7233798946645287
2018-07-09,0.3079355970030291,0.8166361346462097
2018-07-10,0.40161963972580916,0.9173918021525065
2018-07-11,0.4722716403634626,0.906801007556675
2018-07-12,0.5564355172963495,0.99570643462331
2018-07-13,0.5678112545831342,1.0
